date,committee,question,project,responsible,attendees,theme
2025-06-25,Nacionalinio saugumo ir gynybos komitetas,Kiti klausimai,,G.  JeglinskasE.  Sinkevičius,,"State governance, regional policy and public administration"
2025-06-18,Nacionalinio saugumo ir gynybos komitetas,Posėdžio darbotvarkės tvirtinimas,,G.  JeglinskasR.  MotuzasV.  KaminskienėI.  Milašiūtė,,"State governance, regional policy and public administration"
2025-06-18,Nacionalinio saugumo ir gynybos komitetas,Dėl pasirengimo NATO valstybių ar vyriausybių vadovų susitikimui Hagoje 2025 m. birželio 24-26 d.,,G.  JeglinskasR.  MotuzasV.  KaminskienėI.  Milašiūtė,,State security and defense
2025-06-18,Nacionalinio saugumo ir gynybos komitetas,Kiti klausimai,,G.  JeglinskasR.  MotuzasV.  KaminskienėI.  Milašiūtė,,"State governance, regional policy and public administration"
2025-06-18,Nacionalinio saugumo ir gynybos komitetas,Posėdžio darbotvarkės tvirtinimas,,G.  JeglinskasV.  Kaminskienė,,"State governance, regional policy and public administration"
2025-06-18,Nacionalinio saugumo ir gynybos komitetas,"Teisės departamento pastabos dėl Lietuvos kariuomenės Rūdninkų karinio poligono įstatymo Nr. XIV-1015 1 straipsnio, 3 straipsnio, 7 straipsnio, III skirsnio pavadinimo pakeitimo, Įstatymo papildymo 8-1 straipsniu ir 10 straipsnio pakeitimo įstatymo projekto Nr. XVP-355(2)",XIV-1015; XVP-355,G.  JeglinskasA.  PociusG.  Kazėnas,,State security and defense
2025-06-13,Nacionalinio saugumo ir gynybos komitetas,Posėdžio darbotvarkės tvirtinimas,,G.  JeglinskasE.  Sinkevičius,,"State governance, regional policy and public administration"
2025-06-13,Nacionalinio saugumo ir gynybos komitetas,"Teisės departamento išvada dėl Laisvės gynėjo teisinio statuso įstatymo Nr. XIV-389 2, 7, 9 straipsnių pakeitimo ir Įstatymo papildymo 71 straipsniu įstatymo projekto Nr. XVP-96(2)",XIV-389; XVP-96,G.  JeglinskasA.  PociusG.  Kazėnas,,Justice
2025-06-13,Nacionalinio saugumo ir gynybos komitetas,"Principinės kariuomenės struktūros, karių ir Lietuvos kariuomenės darbuotojų, dirbančių pagal darbo sutartis ir gaunančių darbo užmokestį iš valstybės biudžeto ir valstybės pinigų fondų (išskyrus darbuotojus, gaunančius darbo užmokestį iš Europos Sąjungos struktūrinės, kitos Europos Sąjungos finansinės paramos ir tarptautinės finansinės paramos lėšų (išskyrus techninės paramos lėšas), ribinio skaičiaus patvirtinimo įstatymo Nr. XIII-2709 pakeitimo įstatymo projektas (nauja redakcija)",XIII-2709,G.  JeglinskasA.  PociusE.  Sinkevičius,,State security and defense
2025-06-13,Nacionalinio saugumo ir gynybos komitetas,"Principinės kariuomenės struktūros, karių ir Lietuvos kariuomenės darbuotojų, dirbančių pagal darbo sutartis ir gaunančių darbo užmokestį iš valstybės biudžeto ir valstybės pinigų fondų (išskyrus darbuotojus, gaunančius darbo užmokestį iš Europos Sąjungos struktūrinės, kitos Europos Sąjungos finansinės paramos ir tarptautinės finansinės paramos lėšų (išskyrus techninės paramos lėšas), ribinio skaičiaus patvirtinimo įstatymo Nr. XIII-2709  pakeitimo įstatymo Nr. XIV-2899 2 straipsnio pripažinimo netekusiu galios įstatymo projektas",XIII-2709; XIV-2899,G.  JeglinskasA.  PociusE.  Sinkevičius,,State security and defense
2025-06-13,Nacionalinio saugumo ir gynybos komitetas,"Krašto apsaugos sistemos organizavimo ir karo tarnybos įstatymo Nr. VIII-723 10, 101, 20, 38, 47, 54, 60 straipsnių ir 1, 2 priedų pakeitimo, Įstatymo papildymo 461 straipsniu įstatymo projektas Nr. XVP-481",VIII-723; XVP-481,G.  JeglinskasA.  PociusV.  Kaminskienė,,State security and defense
2025-06-13,Nacionalinio saugumo ir gynybos komitetas,Nacionalinio saugumo pagrindų įstatymo Nr. VIII-49 priedėlio pakeitimo įstatymo projektas Nr. XVP-482,VIII-49; XVP-482,G.  JeglinskasA.  PociusV.  Kaminskienė,,State security and defense
2025-06-13,Nacionalinio saugumo ir gynybos komitetas,"Poligrafo naudojimo įstatymo Nr. VIII-1906 2, 4, 5, 7, 8, 9 ir 10 straipsnių pakeitimo įstatymo projektas",VIII-1906,G.  JeglinskasD.  GaižauskasE.  Sinkevičius,,Justice
2025-06-13,Nacionalinio saugumo ir gynybos komitetas,Dėl šaudyklų ir tirų tinklo plėtros bei naudojimo problemų,,G.  JeglinskasV.  Kaminskienė,,Public security
2025-06-13,Nacionalinio saugumo ir gynybos komitetas,Kiti klausimai,,G.  JeglinskasE.  Sinkevičius,,"State governance, regional policy and public administration"
2025-06-04,Nacionalinio saugumo ir gynybos komitetas,Posėdžio darbotvarkės tvirtinimas,,G.  JeglinskasE.  Sinkevičius,,"State governance, regional policy and public administration"
2025-06-04,Nacionalinio saugumo ir gynybos komitetas,Seimo nutarimo „Dėl Lietuvos Respublikos 2024 metų valstybės metinių ataskaitų rinkinio patvirtinimo“ projektas,XVP-453,G.  JeglinskasV.  Kaminskienė,,Public finance
2025-06-04,Nacionalinio saugumo ir gynybos komitetas,"Lietuvos kariuomenės Rūdninkų karinio poligono įstatymo Nr. XIV-1015 1 straipsnio, 3 straipsnio, 7 straipsnio, III skirsnio pavadinimo pakeitimo, Įstatymo papildymo 8-1 straipsniu ir 10 straipsnio pakeitimo įstatymo projektas",XIV-1015,G.  JeglinskasA.  PociusG.  Kazėnas,,State security and defense
2025-06-04,Nacionalinio saugumo ir gynybos komitetas,"Poligrafo naudojimo įstatymo Nr. VIII-1906 2, 4, 5, 7, 8, 9 ir 10 straipsnių pakeitimo įstatymo projektas",VIII-1906,G.  JeglinskasD.  GaižauskasE.  Sinkevičius,,Justice
2025-06-04,Nacionalinio saugumo ir gynybos komitetas,Dėl Lietuvos Respublikos gynybos atašė ir gynybos atašė pavaduotojo kandidatūrų,,G.  JeglinskasE.  Sinkevičius,,State security and defense
2025-06-04,Nacionalinio saugumo ir gynybos komitetas,Kiti klausimai,,G.  JeglinskasE.  Sinkevičius,,"State governance, regional policy and public administration"
2025-05-28,Nacionalinio saugumo ir gynybos komitetas,Posėdžio darbotvarkės tvirtinimas,,G.  JeglinskasE.  Sinkevičius,,"State governance, regional policy and public administration"
2025-05-28,Nacionalinio saugumo ir gynybos komitetas,Dėl gynybos srities įmonių holdingo kūrimo pažangos,,G.  JeglinskasV.  Kaminskienė,,State security and defense
2025-05-28,Nacionalinio saugumo ir gynybos komitetas,Dėl karo komendantūrų sistemos veikimo,,G.  JeglinskasG.  Kazėnas,,State security and defense
2025-05-28,Nacionalinio saugumo ir gynybos komitetas,Laisvės gynėjo teisinio statuso įstatymo Nr. XIV-389 7 straipsnio pakeitimo įstatymo projektas,XIV-389,G.  JeglinskasA.  PociusG.  Kazėnas,,State security and defense
2025-05-28,Nacionalinio saugumo ir gynybos komitetas,Kiti klausimai,,G.  JeglinskasE.  Sinkevičius,,"State governance, regional policy and public administration"
2025-05-21,Nacionalinio saugumo ir gynybos komitetas,Posėdžio darbotvarkės tvirtinimas,,G.  JeglinskasE.  Sinkevičius,,"State governance, regional policy and public administration"
2025-05-21,Nacionalinio saugumo ir gynybos komitetas,"Mobilizacijos ir priimančiosios šalies paramos įstatymo Nr. I-1623 8, 10 ir 14 straipsnių pakeitimo įstatymo projektas",I-1623,G.  JeglinskasA.  PociusG.  Kazėnas,,Foreign policy
2025-05-21,Nacionalinio saugumo ir gynybos komitetas,Laisvės gynėjo teisinio statuso įstatymo Nr. XIV-389 7 straipsnio pakeitimo įstatymo projektas,XIV-389,G.  JeglinskasA.  PociusG.  Kazėnas,,Justice
2025-05-21,Nacionalinio saugumo ir gynybos komitetas,Valstybės ir tarnybos paslapčių įstatymo Nr. VIII-1443 15 straipsnio pakeitimo įstatymo projektas,VIII-1443,D.  GaižauskasP.  VisockasE.  Sinkevičius,,Justice
2025-05-21,Nacionalinio saugumo ir gynybos komitetas,Kiti klausimai,,G.  JeglinskasE.  Sinkevičius,,"State governance, regional policy and public administration"
