date,committee,question,project,responsible,attendees,theme
2025-06-04,Švietimo ir mokslo komitetas,Kiti klausimai,,V.  AleknavičienėL.  Vingrytė,,"State governance, regional policy and public administration"
2025-05-21,Švietimo ir mokslo komitetas,Posėdžio darbotvarkės tvirtinimas,,V.  GrubliauskasV.  AleknavičienėK.  GulbinskienėL.  Vingrytė,,"State governance, regional policy and public administration"
2025-05-21,Švietimo ir mokslo komitetas,"Švietimas kaip valstybės pažangos veiksnys: strateginė vizija Kviečiami dalyvauti: ​ Lietuvos Respublikos švietimo, mokslo ir sporto ministrė Raminta Popovienė Vilniaus universiteto Tarptautinių santykių ir politikos mokslų instituto vyresnioji mokslo darbuotoja Nerija Putinaitė VšĮ „Švietimas numeris vienas“ vadovė Laura Masiliauskaitė Tarptautinė švietimo ekspertė, pasaulinės iniciatyvos „Think Equal“ vyresnioji tarptautinė patarėja Lina Benetė „EdTech Lietuva“ valdybos narys Šarūnas Dignaitis​ Lietuvos Respublikos Prezidento Švietimo, mokslo ir kultūros grupės vadovė, vyriausioji patarėja Jolanta Karpavičienė Lietuvos Respublikos Ministro Pirmininko patarėjas švietimo, inovacijų ir infrastruktūros klausimais Marius Skarupskas Vyriausybės kanceliarijos Strateginio valdymo grupės patarėja Modesta Kairytė",,A.  Jakavičiutė-MiliauskienėL.  KazlavickasG.  ViliūnasA.  GrigienėL.  Vingrytė,,"Education, science and sport"
2025-05-21,Švietimo ir mokslo komitetas,Posėdžio darbotvarkės tvirtinimas,,V.  AleknavičienėL.  Vingrytė,,"State governance, regional policy and public administration"
2025-05-21,Švietimo ir mokslo komitetas,Seimo nutarimo „Dėl Lietuvos Respublikos Seimo 2011 m. birželio 23 d. nutarimo Nr. XI-1536 „Dėl Vilniaus dailės akademijos statuto patvirtinimo“ pakeitimo“ projektui (nauja redakcija),XI-1536,G.  DrukteinisL.  KazlavickasR.  Steponėnienė,,"State governance, regional policy and public administration"
2025-05-21,Švietimo ir mokslo komitetas,Labdaros ir paramos įstatymo Nr. I-172 7 straipsnio 1(1) dalies pakeitimo įstatymo projektas,I-172,D.  VarnasS.  KairysD.  Žegunė,,Social security and employment
2025-05-21,Švietimo ir mokslo komitetas,Socialinės paramos mokiniams įstatymo Nr. X-686 5 straipsnio pakeitimo įstatymo projektas,X-686,A.  Jakavičiutė-MiliauskienėR.  Morkūnaitė-MikulėnienėL.  Vingrytė,,"Education, science and sport"
2025-05-21,Švietimo ir mokslo komitetas,Lietuvių kalbos mokymosi galimybių užtikrinimas užsieniečiams Lietuvoje (pasirengimas įgyvendinti Valstybinės kalbos įstatymo pakeitimus).,,V.  AleknavičienėJ.  Varžgalytė-Tiažkijienė,,"Education, science and sport"
2025-05-21,Švietimo ir mokslo komitetas,"Dėl Lietuvos mokslų akademijos 2024 metų veiklos ataskaitos
Pristato LMA prezidentas Jūras Banys",,V.  AleknavičienėL.  KazlavickasR.  Steponėnienė,,"Education, science and sport"
2025-05-21,Švietimo ir mokslo komitetas,Kiti klausimai,,V.  AleknavičienėL.  Vingrytė,,"State governance, regional policy and public administration"
2025-05-14,Švietimo ir mokslo komitetas,Posėdžio darbotvarkės tvirtinimas,,V.  AleknavičienėL.  Vingrytė,,"State governance, regional policy and public administration"
2025-05-14,Švietimo ir mokslo komitetas,"Kultūrinis ugdymas Lietuvos švietimo sistemoje: Tūkstantmečio mokyklų programoje numatytos kultūrinio ugdymo veiklos, neformaliojo vaikų švietimo bei formalųjį švietimą papildančios iniciatyvos, vasaros stovyklos (Kultūros paso programos įgyvendinimas aptartas ankstesniame posėdyje)",,S.  KairysD.  Žegunė,,"Education, science and sport"
2025-05-14,Švietimo ir mokslo komitetas,Aukštojo mokslo socialinė dimensija įgyvendinant antrąją konkursinę eilę,,V.  AleknavičienėR.  Steponėnienė,,"Education, science and sport"
2025-05-14,Švietimo ir mokslo komitetas,Kiti klausimai,,V.  AleknavičienėL.  Vingrytė,,"State governance, regional policy and public administration"
2025-05-09,Švietimo ir mokslo komitetas,"Švietimo įstatymo Nr. I-1489 23-1, 59 ir 60 straipsnių pakeitimo įstatymo projektas",I-1489,J.  NarkevičA.  Jakavičiutė-MiliauskienėL.  Vingrytė,,"Education, science and sport"
2025-05-09,Švietimo ir mokslo komitetas,Švietimo įstatymo Nr. I-1489 43 straipsnio pakeitimo įstatymo projektas,I-1489,J.  NarkevičA.  Jakavičiutė-MiliauskienėL.  Vingrytė,,"Education, science and sport"
2025-05-07,Švietimo ir mokslo komitetas,Posėdžio darbotvarkės tvirtinimas,,V.  AleknavičienėL.  Vingrytė,,"State governance, regional policy and public administration"
2025-05-07,Švietimo ir mokslo komitetas,"Dėl mokyklų vadovų atrankos proceso
Pristato Švietimo, mokslo ir sporto viceministras J. Petkevičius",,S.  KairysL.  Vingrytė,,"Education, science and sport"
2025-05-07,Švietimo ir mokslo komitetas,"Seimo nutarimo „Dėl Lietuvos Respublikos Seimo 1997 m. gegužės 6 d. nutarimo Nr.VIII-213 ""Dėl Jaunimo ir sporto reikalų komisijos nuostatų patvirtinimo“ pakeitimo“ projektas (nauja redakcija)",VIII-213,L.  KazlavickasM.  PoškusR.  Steponėnienė,,"Education, science and sport"
2025-05-07,Švietimo ir mokslo komitetas,Profesinio mokymo įstatymo Nr. VIII-450 papildymo 13-1 straipsniu įstatymo projektas,VIII-450,L.  KazlavickasI.  BraziulienėD.  Žegunė,,"Education, science and sport"
2025-05-07,Švietimo ir mokslo komitetas,Seimo nutarimo „Dėl Lietuvos Respublikos Seimo 2011 m. birželio 23 d. nutarimo Nr. XI-1536 „Dėl Vilniaus dailės akademijos statuto patvirtinimo“ pakeitimo“ projektui (nauja redakcija),XI-1536,V.  AleknavičienėR.  Steponėnienė,,"State governance, regional policy and public administration"
2025-05-07,Švietimo ir mokslo komitetas,Kiti klausimai,,V.  AleknavičienėL.  Vingrytė,,"State governance, regional policy and public administration"
