date,committee,question,project,responsible,attendees,theme
2025-06-26,Aplinkos apsaugos komitetas,Aplinkos apsaugos rėmimo programos įstatymo Nr. VIII-2025 4 straipsnio pakeitimo įstatymo projektas Nr. XVP-593,VIII-2025; XVP-593,A.  MockusA.  GedvilienėJ.  Jakučionytė,,"Environment, forests and climate change"
2025-06-26,Aplinkos apsaugos komitetas,Mokesčio už aplinkos teršimą įstatymo Nr. VIII-1183 pakeitimo įstatymo Nr. XIII-3158 2 straipsnio pakeitimo įstatymo projektas Nr. XVP-559,VIII-1183; XIII-3158; XVP-559,A.  RadvilavičiusL.  GirskienėB.  Pūtienė,,Justice
2025-06-25,Aplinkos apsaugos komitetas,Posėdžio darbotvarkės tvirtinimas,,L.  JonauskasA.  Latvėnė,,"State governance, regional policy and public administration"
2025-06-25,Aplinkos apsaugos komitetas,Pasiūlymas Europos Parlamento ir Tarybos direktyva dėl jūrų biologinės įvairovės išsaugojimo ir tausaus jos naudojimo nacionalinei jurisdikcijai nepriklausančiuose rajonuose ( uždaras ),"ES-2025-46, COM/2025/173",T.  TomilinasL.  GirskienėR. L.  Matusevičiūtė,,"Environment, forests and climate change"
2025-06-25,Aplinkos apsaugos komitetas,"Pasiūlymas EUROPOS PARLAMENTO IR TARYBOS REGLAMENTAS kuriuo dėl ekonominės veiklos vykdytojų pareigų, susijusių su baterijų išsamaus patikrinimo politika, iš dalies keičiamas Reglamentas (ES) 2023/1542 ( uždaras )","ES-2025-61, COM/2025/258",T.  TomilinasL.  GirskienėR. L.  Matusevičiūtė,,"Environment, forests and climate change"
2025-06-25,Aplinkos apsaugos komitetas,Dėl ES teisės pažeidimo procedūros dėl netinkamo Vandens pagrindų direktyvos perkėlimo (parlamentinė kontrolė) ( uždaras ),,L.  JonauskasR. L.  Matusevičiūtė,,Justice
2025-06-25,Aplinkos apsaugos komitetas,"Seimo nutarimo „Dėl Lietuvos Respublikos pirmininkavimo Europos Sąjungos Tarybai 2027 metais"" projektas",XVP-586,T.  TomilinasA.  GedvilienėR. L.  Matusevičiūtė,,Foreign policy
2025-06-25,Aplinkos apsaugos komitetas,Dėl Virvytės upės hidroelektrinių neigiamo poveikio aplinkai (parlamentinė kontrolė),,T.  TomilinasR. L.  Matusevičiūtė,,Energy
2025-06-25,Aplinkos apsaugos komitetas,Kiti klausimai,,L.  JonauskasA.  Latvėnė,,"State governance, regional policy and public administration"
2025-06-25,Aplinkos apsaugos komitetas,"Seimo nutarimo „Dėl Lietuvos Respublikos pirmininkavimo Europos Sąjungos Tarybai 2027 metais"" projektas",XVP-586,T.  TomilinasA.  GedvilienėR. L.  Matusevičiūtė,,Foreign policy
2025-06-18,Aplinkos apsaugos komitetas,Posėdžio darbotvarkės tvirtinimas,,L.  JonauskasA.  Latvėnė,,"State governance, regional policy and public administration"
2025-06-18,Aplinkos apsaugos komitetas,"Gyvūnų gerovės ir apsaugos įstatymo Nr. VIII-500 2, 7, 10 straipsnių ir antrojo skirsnio pavadinimo pakeitimo įstatymo projektas",VIII-500,L.  JonauskasA.  GedvilienėJ.  Jakučionytė,,Neatpažinta tema
2025-06-18,Aplinkos apsaugos komitetas,"Miškų įstatymo Nr. I-671 2, 4, 5, 11, 13 straipsnių, III skyriaus pavadinimo pakeitimo ir Įstatymo papildymo 13-1 straipsniu įstatymo projektas",I-671,L.  JonauskasA.  GedvilienėJ.  Jakučionytė,,"Environment, forests and climate change"
2025-06-18,Aplinkos apsaugos komitetas,"Saugomų teritorijų įstatymo Nr. I-301 2, 5, 9, 10, 14, 17, 21, 24, 25, 27 ir 32 straipsnių pakeitimo įstatymo projektas",I-301,L.  JonauskasA.  GedvilienėJ.  Jakučionytė,,Justice
2025-06-18,Aplinkos apsaugos komitetas,Medžioklės įstatymo Nr. IX-966 18 straipsnio pakeitimo įstatymo projektas,IX-966,A.  MockusA.  GedvilienėJ.  Jakučionytė,,"Environment, forests and climate change"
2025-06-18,Aplinkos apsaugos komitetas,Laukinės gyvūnijos įstatymo Nr. VIII-498 35 straipsnio pakeitimo įstatymo projektas,VIII-498,A.  MockusA.  GedvilienėJ.  Jakučionytė,,"Environment, forests and climate change"
2025-06-18,Aplinkos apsaugos komitetas,Gėlo požeminio vandens gavybos gręžinių įteisinimo laikinojo įstatymo projektas,XVP-394,T.  DomarkasL.  GirskienėJ.  Malskaitienė,,"Environment, forests and climate change"
2025-06-18,Aplinkos apsaugos komitetas,Specialiųjų žemės naudojimo sąlygų įstatymo Nr. XIII-2166 108 straipsnio pakeitimo įstatymo projektas,XIII-2166,T.  DomarkasL.  GirskienėG.  Ričkutė,,"Land and food farming, rural development and fisheries"
2025-06-18,Aplinkos apsaugos komitetas,"Dėl įstatymo nuostatų, nustatančių maksimalius nuosavybės teise leidžiamus turėti žemės ūkio paskirties žemės plotus, taikymo praktikoje ir teisinio reguliavimo tobulinimo.",,L.  JonauskasG.  Ričkutė,,"Land and food farming, rural development and fisheries"
2025-06-18,Aplinkos apsaugos komitetas,Kiti klausimai,,L.  JonauskasA.  Latvėnė,,"State governance, regional policy and public administration"
2025-06-18,Aplinkos apsaugos komitetas,"Dėl Aplinkos ministerijos ir jai pavaldžių institucijų veiksmų reaguojant į laukinio gyvūno (rudojo lokio) pasirodymą ir buvimą Vilniaus mieste ir rajone. Kviečiami dalyvauti: ​Aplinkos ministerijos, Aplinkos apsaugos departamento prie AM, Lietuvos medžiotojų ir žvejų draugijos, Laukinių gyvūnų centro atstovai.",,D.  Asanavičiūtė-GružauskienėS.  GentvilasA.  GedvilienėL.  GirskienėA.  Latvėnė,,"Environment, forests and climate change"
2025-06-11,Aplinkos apsaugos komitetas,Dėl Aplinkos ministerijos politinio pasitikėjimo tarnautojų nepriekaištingos reputacijos,,S.  GentvilasA.  GedvilienėD.  Asanavičiūtė-Gružauskienė,,"State governance, regional policy and public administration"
2025-06-11,Aplinkos apsaugos komitetas,Posėdžio darbotvarkės tvirtinimas,,L.  JonauskasA.  Latvėnė,,"State governance, regional policy and public administration"
2025-06-11,Aplinkos apsaugos komitetas,"Teritorijų planavimo įstatymo Nr. I-1120 1, 2, 23 ir 35 straipsnių pakeitimo įstatymo projektas",I-1120,T.  TomilinasS.  GentvilasJ.  Žaltkauskienė,,"Land and food farming, rural development and fisheries"
2025-06-11,Aplinkos apsaugos komitetas,"Žemės įstatymo Nr. I-446 2, 7, 8, 13-1, 23, 37, 42 ir 45 straipsnių pakeitimo įstatymo projektas",I-446,T.  TomilinasS.  GentvilasJ.  Žaltkauskienė,,"Land and food farming, rural development and fisheries"
2025-06-11,Aplinkos apsaugos komitetas,Statybos įstatymo Nr. I-1240 27 ir 27-2 straipsnių pakeitimo įstatymo projektas,I-1240,T.  TomilinasS.  GentvilasJ.  Žaltkauskienė,,"Land and food farming, rural development and fisheries"
2025-06-11,Aplinkos apsaugos komitetas,Žemės reformos įstatymo Nr. I-1607 13 straipsnio pakeitimo įstatymo projektas,I-1607,T.  TomilinasS.  GentvilasJ.  Žaltkauskienė,,"Land and food farming, rural development and fisheries"
2025-06-11,Aplinkos apsaugos komitetas,Atliekų tvarkymo įstatymo Nr. VIII-787 pakeitimo įstatymo projektas,VIII-787,A.  MockusL.  GirskienėB.  Pūtienė,,"Environment, forests and climate change"
2025-06-11,Aplinkos apsaugos komitetas,"Atliekų tvarkymo įstatymo Nr. VIII-787 1, 2, 3, 3-1, 3-2, 4, 7, 11-1, 12-1, 18-2, 22, 30, 32, 33, 34, 34-1, 34-2, 34-3, 34-4, 34-7, 34-8, 34-15, 34-18, 34-23, 34-25, 34-26, 34-28, 34-31 straipsnių, šeštojo skirsnio, 5 priedo pakeitimo ir Įstatymo papildymo 32-1 straipsniu ir antruoju-2 skirsniu įstatymo Nr. XIV-407 14 ir 33 straipsnių pakeitimo įstatymo projektas",VIII-787; XIV-407,A.  MockusL.  GirskienėB.  Pūtienė,,"Environment, forests and climate change"
2025-06-11,Aplinkos apsaugos komitetas,"Pakuočių ir pakuočių atliekų tvarkymo įstatymo Nr. IX-517 2, 6, 7, 7-1, 7-2, 10, 11-2 straipsnių pakeitimo ir Įstatymo papildymo 10-1 straipsniu įstatymo projektas",IX-517,A.  MockusL.  GirskienėB.  Pūtienė,,"Environment, forests and climate change"
2025-06-11,Aplinkos apsaugos komitetas,"Mokesčio už aplinkos teršimą įstatymo Nr. VIII-1183 6, 9 straipsnių ir 4 priedo pakeitimo įstatymo Nr. XIV-2173 2 straipsnio pakeitimo įstatymo projektas",VIII-1183; XIV-2173,A.  MockusL.  GirskienėB.  Pūtienė,,Justice
2025-06-11,Aplinkos apsaugos komitetas,Rinkliavų įstatymo Nr. VIII-1725 11 ir 13 straipsnių pakeitimo įstatymo projektas,VIII-1725,A.  MockusL.  GirskienėB.  Pūtienė,,Justice
2025-06-11,Aplinkos apsaugos komitetas,"Aplinkos apsaugos įstatymo Nr. I-2223 47, 84, 85, 94, 95, 99, 102, 105 ir 107 straipsnių pakeitimo ir Įstatymo papildymo 102-2 ir 102-3 straipsniais įstatymo projektas",I-2223,A.  MockusL.  GirskienėB.  Pūtienė,,"Environment, forests and climate change"
2025-06-11,Aplinkos apsaugos komitetas,"Administracinių nusižengimų kodekso   241, 248, 249, 250, 252, 255, 608 straipsnių ir priedo pakeitimo įstatymo  projektas",XIVP-4020,A.  MockusL.  GirskienėB.  Pūtienė,,"State governance, regional policy and public administration"
2025-06-11,Aplinkos apsaugos komitetas,Kiti klausimai,,L.  JonauskasA.  Latvėnė,,"State governance, regional policy and public administration"
2025-06-04,Aplinkos apsaugos komitetas,Posėdžio darbotvarkės tvirtinimas,,L.  JonauskasA.  Latvėnė,,"State governance, regional policy and public administration"
2025-06-04,Aplinkos apsaugos komitetas,2025 m. gegužės 15 d. valstybinio audito ataskaita Nr. FAE-2 „2024 metų valstybės ataskaitų rinkinio finansinio audito rezultatai“,FAE-2,L.  JonauskasA.  GedvilienėJ.  Žaltkauskienė,,Public finance
2025-06-04,Aplinkos apsaugos komitetas,Seimo nutarimo „Dėl Lietuvos Respublikos 2024 metų valstybės metinių ataskaitų rinkinio patvirtinimo“ projektas,XVP-453,L.  JonauskasA.  GedvilienėJ.  Žaltkauskienė,,Public finance
2025-06-04,Aplinkos apsaugos komitetas,"Statybos įstatymo Nr. I-1240 24, 27, 27-1, 27-2, 37 ir 49 straipsnių pakeitimo įstatymo projektas",I-1240,L.  JonauskasA.  GedvilienėB.  Pūtienė,,"Land and food farming, rural development and fisheries"
2025-06-04,Aplinkos apsaugos komitetas,"Atsinaujinančių išteklių energetikos įstatymo Nr. XI-1375 1, 2, 3, 5, 6, 7, 11, 12, 13-1, 14, 14-1, 15-1, 16, 19, 20, 20-1, 20-2, 22, 22-1, 23, 28, 29, 30, 31, 37, 38, 39-1, 39-3, 39-5, 39-6, 45, 46, 48, 49, 51, 55, 57, 59, 60, 63, 64, 65 straipsnių, septintojo skirsnio pavadinimo, priedo pakeitimo ir Įstatymo papildymo 1-1, 39-7, 48-1, 48-2, 58-1 straipsniais įstatymo projektas",XI-1375,T.  TomilinasA.  GedvilienėR. L.  Matusevičiūtė,,Energy
2025-06-04,Aplinkos apsaugos komitetas,"Elektros energetikos įstatymo Nr. VIII-1881 2, 16, 17, 21-1, 22, 31, 39, 48, 48-1, 48-2, 48-3, 52-1, 73-2, 75-2 straipsnių, priedo pakeitimo ir Įstatymo papildymo septintuoju-2 skirsniu įstatymo projektas",VIII-1881,T.  TomilinasA.  GedvilienėR. L.  Matusevičiūtė,,Energy
2025-06-04,Aplinkos apsaugos komitetas,"Energetikos įstatymo Nr. IX-884 2, 13, 13-1, 33 ir 37 straipsnių ir priedo pakeitimo įstatymo projektas",IX-884,T.  TomilinasA.  GedvilienėR. L.  Matusevičiūtė,,Energy
2025-06-04,Aplinkos apsaugos komitetas,"Alternatyviųjų degalų įstatymo Nr. XIV-196 1, 2, 5, 11, 13, 16, 17, 18, 19, 20, 21, 23, 31, 32, 33 straipsnių pakeitimo ir Įstatymo papildymo 20-1 straipsniu įstatymo projektas",XIV-196,T.  TomilinasA.  GedvilienėR. L.  Matusevičiūtė,,Energy
2025-06-04,Aplinkos apsaugos komitetas,"Alternatyviųjų degalų įstatymo Nr. XIV-196 2, 17 ir 18 straipsnių pakeitimo įstatymo Nr. XIV-2755 2 ir 3 straipsnių pakeitimo įstatymo projektas",XIV-196; XIV-2755,T.  TomilinasA.  GedvilienėR. L.  Matusevičiūtė,,Energy
2025-06-04,Aplinkos apsaugos komitetas,"Planuojamos ūkinės veiklos poveikio aplinkai vertinimo įstatymo  Nr. I-1495 2, 3, 8, 11, 12 straipsnių, 1, 2 ir 3 priedų pakeitimo įstatymo projektas",I-1495,T.  TomilinasA.  GedvilienėR. L.  Matusevičiūtė,,"State governance, regional policy and public administration"
2025-06-04,Aplinkos apsaugos komitetas,Atliekų tvarkymo įstatymo Nr. VIII-787 pakeitimo įstatymo projektas,VIII-787,A.  MockusL.  GirskienėB.  Pūtienė,,"Environment, forests and climate change"
2025-06-04,Aplinkos apsaugos komitetas,"Atliekų tvarkymo įstatymo Nr. VIII-787 1, 2, 3, 3-1, 3-2, 4, 7, 11-1, 12-1, 18-2, 22, 30, 32, 33, 34, 34-1, 34-2, 34-3, 34-4, 34-7, 34-8, 34-15, 34-18, 34-23, 34-25, 34-26, 34-28, 34-31 straipsnių, šeštojo skirsnio, 5 priedo pakeitimo ir Įstatymo papildymo 32-1 straipsniu ir antruoju-2 skirsniu įstatymo Nr. XIV-407 14 ir 33 straipsnių pakeitimo įstatymo projektas",VIII-787; XIV-407,A.  MockusL.  GirskienėB.  Pūtienė,,"Environment, forests and climate change"
2025-06-04,Aplinkos apsaugos komitetas,"Pakuočių ir pakuočių atliekų tvarkymo įstatymo Nr. IX-517 2, 6, 7, 7-1, 7-2, 10, 11-2 straipsnių pakeitimo ir Įstatymo papildymo 10-1 straipsniu įstatymo projektas",IX-517,A.  MockusL.  GirskienėB.  Pūtienė,,"Environment, forests and climate change"
2025-06-04,Aplinkos apsaugos komitetas,"Mokesčio už aplinkos teršimą įstatymo Nr. VIII-1183 1, 2, 4, 6, 7, 9, 11 straipsnių ir 3, 7, 8 priedų pakeitimo įstatymo projektas",VIII-1183,A.  MockusL.  GirskienėB.  Pūtienė,,Justice
2025-06-04,Aplinkos apsaugos komitetas,"Mokesčio už aplinkos teršimą įstatymo Nr. VIII-1183 6, 9 straipsnių ir 4 priedo pakeitimo įstatymo Nr. XIV-2173 2 straipsnio pakeitimo įstatymo projektas",VIII-1183; XIV-2173,A.  MockusL.  GirskienėB.  Pūtienė,,Justice
2025-06-04,Aplinkos apsaugos komitetas,Rinkliavų įstatymo Nr. VIII-1725 11 ir 13 straipsnių pakeitimo įstatymo projektas,VIII-1725,A.  MockusL.  GirskienėB.  Pūtienė,,Justice
2025-06-04,Aplinkos apsaugos komitetas,"Aplinkos apsaugos įstatymo Nr. I-2223 47, 84, 85, 94, 95, 99, 102, 105 ir 107 straipsnių pakeitimo ir Įstatymo papildymo 102-2 ir 102-3 straipsniais įstatymo projektas",I-2223,A.  MockusL.  GirskienėB.  Pūtienė,,"Environment, forests and climate change"
2025-06-04,Aplinkos apsaugos komitetas,"Administracinių nusižengimų kodekso   241, 248, 249, 250, 252, 255, 608 straipsnių ir priedo pakeitimo įstatymo  projektas",XIVP-4020,A.  MockusL.  GirskienėB.  Pūtienė,,"State governance, regional policy and public administration"
2025-06-04,Aplinkos apsaugos komitetas,Kiti klausimai,,L.  JonauskasA.  Latvėnė,,"State governance, regional policy and public administration"
2025-05-28,Aplinkos apsaugos komitetas,Valstybės gynybos fondo įstatymo Nr. XIV-2775 4 straipsnio pakeitimo įstatymo projektas,XIV-2775,T.  DomarkasS.  GentvilasG.  Ričkutė,,State security and defense
2025-05-28,Aplinkos apsaugos komitetas,Žemės įstatymo Nr. I-446 11 ir 40 straipsnių pakeitimo įstatymo projektas,I-446,T.  DomarkasS.  GentvilasG.  Ričkutė,,"Land and food farming, rural development and fisheries"
2025-05-28,Aplinkos apsaugos komitetas,Žemės ūkio paskirties žemės įsigijimo įstatymo Nr. IX-1314 4 straipsnio pakeitimo įstatymo projektas,IX-1314,T.  DomarkasS.  GentvilasG.  Ričkutė,,Justice
2025-05-28,Aplinkos apsaugos komitetas,Posėdžio darbotvarkės tvirtinimas,,L.  JonauskasA.  Latvėnė,,"State governance, regional policy and public administration"
2025-05-28,Aplinkos apsaugos komitetas,"Planuojamos ūkinės veiklos poveikio aplinkai vertinimo įstatymo Nr. I-1495 2, 3, 8, 11 straipsnių ir Įstatymo 1, 2 priedų pakeitimo įstatymo projektas",I-1495,A.  MockusL.  GirskienėR. L.  Matusevičiūtė,,"State governance, regional policy and public administration"
2025-05-28,Aplinkos apsaugos komitetas,Valstybinės energetikos reguliavimo tarybos 2024 m. veiklos ataskaita.,,L.  JonauskasR. L.  Matusevičiūtė,,Energy
2025-05-28,Aplinkos apsaugos komitetas,"VšĮ ""Žiedinė ekonomika"" ataskaitos ""Pasiūlymai darniai atsinaujinančių išteklių energetikos plėtrai Lietuvoje""  pristatymas",,L.  JonauskasR. L.  Matusevičiūtė,,Economic competitiveness and state information resources
2025-05-28,Aplinkos apsaugos komitetas,Kiti klausimai,,L.  JonauskasA.  Latvėnė,,"State governance, regional policy and public administration"
