date,committee,question,project,responsible,attendees,theme
2025-05-07,Kultūros komitetas,Lietuvos Respublikos Ministro Pirmininko patarėjas kultūros klausimais Matas Drukteinis,,K.  VilkauskasV.  GrubliauskasS.  KairysA.  JonaitienėG.  ViliūnasA.  Grigienė,,Culture
2025-05-07,Kultūros komitetas,Lietuvos Respublikos Ministro Pirmininko patarėja kultūros ir UNESCO klausimais Edita Utarienė,,K.  VilkauskasV.  GrubliauskasS.  KairysA.  JonaitienėG.  ViliūnasA.  Grigienė,,Culture
2025-05-07,Kultūros komitetas,"Lietuvos Respublikos Prezidento Švietimo, mokslo ir kultūros grupės patarėjas Saulius Olencevičius",,K.  VilkauskasV.  GrubliauskasS.  KairysA.  JonaitienėG.  ViliūnasA.  Grigienė,,"Education, science and sport"
2025-05-07,Kultūros komitetas,"Lietuvos Respublikos Prezidento Švietimo, mokslo ir kultūros grupės vadovė, vyriausioji patarėja Jolanta Karpavičienė",,K.  VilkauskasV.  GrubliauskasS.  KairysA.  JonaitienėG.  ViliūnasA.  Grigienė,,"Education, science and sport"
2025-05-07,Kultūros komitetas,Vilniaus universiteto Filosofijos fakulteto dekanas profesorius Jonas Dagys ​,,K.  VilkauskasV.  GrubliauskasS.  KairysA.  JonaitienėG.  ViliūnasA.  Grigienė,,"Education, science and sport"
2025-05-07,Kultūros komitetas,Posėdžio darbotvarkės tvirtinimas,,V.  GrubliauskasK.  VilkauskasK.  GulbinskienėR.  Varanauskienė,,"State governance, regional policy and public administration"
2025-05-07,Kultūros komitetas,Ateities kultūros politika,,V.  GrubliauskasK.  VilkauskasS.  KairysG.  ViliūnasA.  GrigienėA.  Jonaitienė,,Culture
2025-05-07,Kultūros komitetas,Ateities kultūros politika,,V.  GrubliauskasK.  VilkauskasS.  KairysG.  ViliūnasA.  GrigienėA.  Jonaitienė,,Culture
2025-05-07,Kultūros komitetas,Lietuvos Respublikos kultūros ministras Šarūnas Birutis,,V.  GrubliauskasK.  VilkauskasS.  KairysG.  ViliūnasA.  GrigienėA.  Jonaitienė,,Culture
2025-05-07,Kultūros komitetas,Lietuvos Respublikos Ministro Pirmininko patarėjas kultūros klausimais Matas Drukteinis,,V.  GrubliauskasK.  VilkauskasS.  KairysG.  ViliūnasA.  GrigienėA.  Jonaitienė,,Culture
2025-05-07,Kultūros komitetas,Lietuvos Respublikos Ministro Pirmininko patarėja kultūros ir UNESCO klausimais Edita Utarienė,,V.  GrubliauskasK.  VilkauskasS.  KairysG.  ViliūnasA.  GrigienėA.  Jonaitienė,,Culture
2025-05-07,Kultūros komitetas,"Lietuvos Respublikos Prezidento Švietimo, mokslo ir kultūros grupės patarėjas Saulius Olencevičius",,V.  GrubliauskasK.  VilkauskasS.  KairysG.  ViliūnasA.  GrigienėA.  Jonaitienė,,"Education, science and sport"
2025-05-07,Kultūros komitetas,"Lietuvos Respublikos Prezidento Švietimo, mokslo ir kultūros grupės vadovė, vyriausioji patarėja Jolanta Karpavičienė",,V.  GrubliauskasK.  VilkauskasS.  KairysG.  ViliūnasA.  GrigienėA.  Jonaitienė,,"Education, science and sport"
2025-05-07,Kultūros komitetas,Vilniaus universiteto Filosofijos fakulteto dekanas profesorius Jonas Dagys ​,,V.  GrubliauskasK.  VilkauskasS.  KairysG.  ViliūnasA.  GrigienėA.  Jonaitienė,,"Education, science and sport"
2025-04-30,Kultūros komitetas,Posėdžio darbotvarkės tvirtinimas,,K.  VilkauskasR.  Varanauskienė,,"State governance, regional policy and public administration"
2025-04-30,Kultūros komitetas,Etninės kultūros globos tarybos 2024 metų veiklos ataskaita,,K.  VilkauskasV.  JuozapaitisI.  KižienėR.  BaškienėM.  Gureckienė,,Culture
2025-04-30,Kultūros komitetas,Žurnalistų etikos inspektoriaus tarnybos 2024 metų veiklos ataskaita,,K.  VilkauskasV.  JuozapaitisP.  DargisV.  KernagisA.  Pocienė,,Transportation and communications
2025-04-30,Kultūros komitetas,"Medijų rėmimo fondo 2024 metų veiklos ataskaita, metinių finansinių ataskaitų rinkinio ir biudžeto lėšų paskirstymo ir panaudojimo ataskaita",,K.  VilkauskasV.  JuozapaitisV.  KernagisP.  DargisA.  Pocienė,,Public finance
2025-04-30,Kultūros komitetas,Dėl Lietuvos radijo ir televizijos komisijos pirmininko pavaduotojo kandidatūros,,K.  VilkauskasV.  JuozapaitisA.  Pocienė,,Transportation and communications
2025-04-30,Kultūros komitetas,Kiti klausimai,,K.  VilkauskasR.  Varanauskienė,,"State governance, regional policy and public administration"
2025-04-16,Kultūros komitetas,Posėdžio darbotvarkės tvirtinimas,,K.  VilkauskasR.  Varanauskienė,,"State governance, regional policy and public administration"
2025-04-16,Kultūros komitetas,Lietuvos nacionalinio radijo  ir televizijos  2024 metų veiklos ataskaita,,K.  VilkauskasV.  JuozapaitisP.  DargisV.  KernagisA.  Jonaitienė,,Transportation and communications
2025-04-16,Kultūros komitetas,Valstybinės kultūros paveldo komisijos 2024 metų veiklos ataskaita,,K.  VilkauskasV.  JuozapaitisI.  KižienėM.  Gureckienė,,Culture
2025-04-16,Kultūros komitetas,Dėl Žurnalistų etikos inspektoriaus kandidatūros teikimo,,K.  VilkauskasV.  JuozapaitisA.  Pocienė,,Transportation and communications
2025-04-16,Kultūros komitetas,Kiti klausimai,,K.  VilkauskasR.  Varanauskienė,,"State governance, regional policy and public administration"
2025-04-16,Kultūros komitetas,Profesionaliojo scenos meno įstatymo Nr. IX-2257 10 straipsnio pakeitimo įstatymo projektas,IX-2257,K.  VilkauskasA.  Jonaitienė,,Culture
2025-04-09,Kultūros komitetas,Darbotvarkės tvirtinimas.,,K.  VilkauskasV.  AleknavičienėR.  VaranauskienėL.  Vingrytė,,"State governance, regional policy and public administration"
2025-04-09,Kultūros komitetas,Dėl kultūros paso programos įgyvendinimo,,K.  VilkauskasR.  BaškienėV.  JuozapaitisA.  Jakavičiutė-MiliauskienėL.  KazlavickasA.  JonaitienėJ.  Varžgalytė-Tiažkijienė,,Culture
2025-04-09,Kultūros komitetas,Klausimą pristato Nacionalinės Martyno Mažvydo bibliotekos atstovai,,K.  VilkauskasR.  BaškienėV.  JuozapaitisA.  Jakavičiutė-MiliauskienėL.  KazlavickasA.  JonaitienėJ.  Varžgalytė-Tiažkijienė,,Culture
2025-04-09,Kultūros komitetas,Dėl kultūros ir švietimo sričių integralumo,,K.  VilkauskasV.  JuozapaitisV.  AleknavičienėM.  GureckienėJ.  Varžgalytė-Tiažkijienė,,Culture
2025-04-09,Kultūros komitetas,Klausimą pristato Valstybinės kultūros paveldo komisijos pirmininkė Vaidutė Ščiglienė,,K.  VilkauskasV.  JuozapaitisV.  AleknavičienėM.  GureckienėJ.  Varžgalytė-Tiažkijienė,,Culture
2025-04-09,Kultūros komitetas,Posėdžio darbotvarkės tvirtinimas,,K.  VilkauskasR.  Varanauskienė,,"State governance, regional policy and public administration"
2025-04-09,Kultūros komitetas,Lietuvos Respublikos Seimo nutarimo „Dėl Lietuvos radijo ir televizijos komisijos pirmininko paskyrimo“ projektas Nr.  XVP-277,XVP-277,K.  VilkauskasV.  JuozapaitisA.  Pocienė,,Neatpažinta tema
2025-04-09,Kultūros komitetas,Lietuvos Respublikos Seimo nutarimo „Dėl Valstybinės kultūros paveldo komisijos narių“ projektas Nr. XVP-278,XVP-278,K.  VilkauskasV.  JuozapaitisM.  Gureckienė,,Neatpažinta tema
2025-04-09,Kultūros komitetas,Kiti klausimai,,K.  VilkauskasR.  Varanauskienė,,"State governance, regional policy and public administration"
2025-04-02,Kultūros komitetas,Posėdžio darbotvarkės tvirtinimas,,K.  VilkauskasR.  Varanauskienė,,"State governance, regional policy and public administration"
2025-04-02,Kultūros komitetas,Dėl Valstybinės kultūros paveldo komisijos narių atleidimo ir skyrimo,,K.  VilkauskasV.  JuozapaitisM.  Gureckienė,,Culture
2025-04-02,Kultūros komitetas,Dėl Lietuvos radijo ir televizijos komisijos pirmininko ir pavaduotojo paskyrimo,,K.  VilkauskasV.  JuozapaitisA.  Pocienė,,Transportation and communications
2025-04-02,Kultūros komitetas,Dėl finansinės apskaitos tvarkymo ir personalo administravimo  funkcijų centralizavimo,,K.  VilkauskasV.  JuozapaitisA.  Jonaitienė,,"State governance, regional policy and public administration"
2025-04-02,Kultūros komitetas,Kiti klausimai,,K.  VilkauskasR.  Varanauskienė,,"State governance, regional policy and public administration"
2025-04-02,Kultūros komitetas,Autorių teisių ir gretutinių teisių įstatymo Nr. VIII-1185 20 straipsnio pakeitimo įstatymo projektas,VIII-1185,K.  VilkauskasA.  Pocienė,,Culture
2025-04-02,Kultūros komitetas,Visuomenės informavimo įstatymo Nr. I-1418 50 straipsnio pakeitimo įstatymo projektas,I-1418,K.  VilkauskasA.  Pocienė,,Economic competitiveness and state information resources
2025-04-02,Kultūros komitetas,Dainų švenčių tradicijos įstatymo Nr. X-1334 4 straipsnio pakeitimo įstatymo projektas,X-1334,K.  VilkauskasM.  Gureckienė,,Culture
