date,committee,question,project,responsible,attendees,theme
2025-05-21,Kaimo reikalų komitetas,Žemės įstatymo Nr. I-446 11 ir 40 straipsnių pakeitimo įstatymo projektas,I-446,K.  MažeikaG.  Remeikienė,,"Land and food farming, rural development and fisheries"
2025-05-21,Kaimo reikalų komitetas,"​Seimo nariai Kazys Starkevičius ir Viktoras Fiodorovas (iniciatoriai),​ Aplinkos ministerijos, Nacionalinės žemės tarnybos prie Aplinkos ministerijos, Žemės ūkio ministerijos,​ ​žemdirbių savivaldos organizacijų atstovai​​",I-446,K.  MažeikaG.  Remeikienė,,"Land and food farming, rural development and fisheries"
2025-05-21,Kaimo reikalų komitetas,Žemės ūkio paskirties žemės įsigijimo įstatymo Nr. IX-1314 4 straipsnio pakeitimo įstatymo projektas,IX-1314,K.  MažeikaG.  Remeikienė,,Justice
2025-05-21,Kaimo reikalų komitetas,"​ Seimo nariai Kazys Starkevičius ir Viktoras Fiodorovas (iniciatoriai),​ Aplinkos ministerijos, Nacionalinės žemės tarnybos prie Aplinkos ministerijos, LR specialiųjų tyrimų tarnybos, Žemės ūkio ministerijos,​ žemdirbių savivaldos organizacijų atstovai​, Mindaugas Vilkickas​",IX-1314,K.  MažeikaG.  Remeikienė,,"Land and food farming, rural development and fisheries"
2025-05-21,Kaimo reikalų komitetas,Dėl pavasarinių šalnų padarinių,,K.  MažeikaD.  Černiavskienė,,"Land and food farming, rural development and fisheries"
2025-05-21,Kaimo reikalų komitetas,"Žemės ūkio ministerijos, Nacionalinės mokėjimo agentūros prie ŽŪM, Lietuvos savivaldybių asociacijos, žemdirbių savivaldos organizacijų atstovai​",,K.  MažeikaD.  Černiavskienė,,"Land and food farming, rural development and fisheries"
2025-05-21,Kaimo reikalų komitetas,Dėl veterinarinės medicinos gyvūnų augintinių sveikatos priežiūrai ir gerovei skirtų rezidentūros studijų vietų poreikio formavimo ir valstybinio finansavimo,,K.  MažeikaS.  Kairienė,,Health
2025-05-21,Kaimo reikalų komitetas,"​​Lietuvos sveikatos mokslų universiteto, Aplinkos, Švietimo, mokslo ir sporto bei Žemės ūkio ministerijų atstovai​",,K.  MažeikaS.  Kairienė,,"Education, science and sport"
2025-05-21,Kaimo reikalų komitetas,Kiti klausimai,,K.  MažeikaA.  Matulevičienė,,"State governance, regional policy and public administration"
2025-05-14,Kaimo reikalų komitetas,Posėdžio darbotvarkės tvirtinimas,,K.  MažeikaA.  Matulevičienė,,"State governance, regional policy and public administration"
2025-05-14,Kaimo reikalų komitetas,Dėl valstybinės žemės ūkio paskirties ir miškų ūkio paskirties žemės pardavimo,,M.  SkamarakasG.  Remeikienė,,"Land and food farming, rural development and fisheries"
2025-05-14,Kaimo reikalų komitetas,"Nacionalinės žemės tarnybos prie Aplinkos ministerijos, Aplinkos ministerijos​, Žemės ūkio ministerijos, žemdirbių savivaldos organizacijų​ atstovai​​​",,M.  SkamarakasG.  Remeikienė,,"Land and food farming, rural development and fisheries"
2025-05-14,Kaimo reikalų komitetas,Dėl anglies kreditų rinkos situacijos Lietuvoje,,K.  MažeikaD.  Černiavskienė,,"Environment, forests and climate change"
2025-05-14,Kaimo reikalų komitetas,"Žemės ūkio, Aplinkos ministerijų ir žemdirbių savivaldos organizacijų atstovai",,K.  MažeikaD.  Černiavskienė,,"Land and food farming, rural development and fisheries"
2025-05-14,Kaimo reikalų komitetas,Dėl ūkiuose susidarančių atliekų tvarkymo apmokestinimo,,K.  MažeikaS.  Kairienė,,Public finance
2025-05-14,Kaimo reikalų komitetas,"​Aplinkos ir Žemės ūkio ministerijų, Lietuvos ūkininkų sąjungos, žemdirbių savivaldos organizacijų atstovai​",,K.  MažeikaS.  Kairienė,,"Land and food farming, rural development and fisheries"
2025-05-14,Kaimo reikalų komitetas,Kiti klausimai,,K.  MažeikaA.  Matulevičienė,,"State governance, regional policy and public administration"
2025-05-07,Kaimo reikalų komitetas,Posėdžio darbotvarkės tvirtinimas,,K.  MažeikaA.  Matulevičienė,,"State governance, regional policy and public administration"
2025-05-07,Kaimo reikalų komitetas,"Melioracijos įstatymo Nr. I-323 2, 7, 9 straipsnių pakeitimo ir Įstatymo papildymo VI skyriumi įstatymo projektas",I-323,T.  PrajaraK.  StarkevičiusG.  Rimeisienė,,"Land and food farming, rural development and fisheries"
2025-05-07,Kaimo reikalų komitetas,"Seimo narys Simonas Gentvilas (pasiūlymo teikėjas), Žemės ūkio, Aplinkos ministerijų, Lietuvos savivaldybių asociacijos, Savivaldybių žemės ūkio skyrių darbuotojų asociacijos, Lietuvos melioracijos įmonių asociacijos, Lietuvos žemėtvarkos ir hidrotechnikos inžinierių sąjungos, žemdirbių savivaldos organizacijų atstovai​",I-323,T.  PrajaraK.  StarkevičiusG.  Rimeisienė,,"Land and food farming, rural development and fisheries"
2025-05-07,Kaimo reikalų komitetas,"Dėl komiteto 2025-04-09 protokolinio nutarimo Nr. 110-P-10 ""Dėl kormoranų daromos žalos žuvims, auginamoms žuvininkystės ūkiuose"" vykdymo",110-P-10,K.  MažeikaG.  Rimeisienė,,"Land and food farming, rural development and fisheries"
2025-05-07,Kaimo reikalų komitetas,"​Aplinkos ministerijos, Žemės ūkio ministerijos, Aplinkos apsaugos agentūros, Nacionalinės akvakultūros ir žuvų produktų gamintojų asociacijos atstovai​​​",110-P-10,K.  MažeikaG.  Rimeisienė,,"Land and food farming, rural development and fisheries"
2025-05-07,Kaimo reikalų komitetas,Dėl veterinarinės medicinos gyvūnų augintinių sveikatos priežiūrai ir gerovei skirtų rezidentūros studijų vietų poreikio formavimo ir valstybinio finansavimo,,K.  MažeikaS.  Kairienė,,Health
2025-05-07,Kaimo reikalų komitetas,"​Lietuvos sveikatos mokslų universiteto, Aplinkos, Švietimo, mokslo ir sporto bei Žemės ūkio ministerijų atstovai",,K.  MažeikaS.  Kairienė,,"Education, science and sport"
2025-05-07,Kaimo reikalų komitetas,Dėl ILTE finansavimo galimybių žemės ūkio subjektams,,K.  MažeikaD.  Černiavskienė,,"Land and food farming, rural development and fisheries"
2025-05-07,Kaimo reikalų komitetas,"UAB „ILTE“, Žemės ūkio ministerijos, žemdirbių savivaldos organizacijų atstovai​",,K.  MažeikaD.  Černiavskienė,,"Land and food farming, rural development and fisheries"
2025-05-07,Kaimo reikalų komitetas,"Dėl komiteto 2025-03-26 protokolinio nutarimo Nr. 110-P-9 ""Dėl laikino žemės ūkio paskirties žemės naudojimo užtikrinimo"" vykdymo",110-P-9,A.  DudėnasB.  RopėG.  Remeikienė,,"Land and food farming, rural development and fisheries"
2025-05-07,Kaimo reikalų komitetas,"​Nacionalinės žemės tarnybos prie Aplinkos ministerijos, ​Aplinkos ministerijos, Žemės ūkio ministerijos, žemdirbių savivaldos organizacijų atstovai​",110-P-9,A.  DudėnasB.  RopėG.  Remeikienė,,"Land and food farming, rural development and fisheries"
2025-05-07,Kaimo reikalų komitetas,Kiti klausimai,,K.  MažeikaA.  Matulevičienė,,"State governance, regional policy and public administration"
2025-04-30,Kaimo reikalų komitetas,Posėdžio darbotvarkės tvirtinimas,,K.  MažeikaA.  Matulevičienė,,"State governance, regional policy and public administration"
2025-04-30,Kaimo reikalų komitetas,Žuvininkystės įstatymo Nr. VIII-1756 pakeitimo įstatymo projektas (nauja redakcija),VIII-1756,K.  MažeikaB.  RopėG.  Rimeisienė,,"Land and food farming, rural development and fisheries"
2025-04-30,Kaimo reikalų komitetas,"​Žemės ūkio ministerijos, Teisingumo ministerijos Europos Sąjungos teisės grupės, ​Seimo kanceliarijos Teisės departamento, Specialiųjų tyrimų tarnybos, Žuvininkystės įmonių asociacijos ""Lampetra"", Žvejų ir žuvies perdirbėjų asociacijos ""Baltijos žvejas"", Žvejybos tolimuosiuose žvejybos rajonuose asociacijos ​atstovai​​​​​",VIII-1756,K.  MažeikaB.  RopėG.  Rimeisienė,,"Land and food farming, rural development and fisheries"
2025-04-30,Kaimo reikalų komitetas,"Administracinių nusižengimų kodekso 294, 295, 301 ir 302 straipsnių pakeitimo įstatymo projektas",XVP-32,K.  MažeikaG.  Rimeisienė,,"State governance, regional policy and public administration"
2025-04-30,Kaimo reikalų komitetas,"​Žemės ūkio ministerijos, Teisingumo ministerijos Europos Sąjungos teisės grupės, ​Seimo kanceliarijos Teisės departamento atstovai​",XVP-32,K.  MažeikaG.  Rimeisienė,,Justice
2025-04-30,Kaimo reikalų komitetas,Specialiųjų žemės naudojimo sąlygų įstatymo Nr. XIII-2166 7 straipsnio 3 dalies 6 punkto pakeitimo įstatymo projektas,XIII-2166,A.  DudėnasG.  Remeikienė,,"Land and food farming, rural development and fisheries"
2025-04-30,Kaimo reikalų komitetas,"​Seimo narys Audrius Radvilavičius (iniciatorius), Aplinkos, Žemės ūkio ministerijų, žemdirbių savivaldos organizacijų atstovai",XIII-2166,A.  DudėnasG.  Remeikienė,,"Environment, forests and climate change"
2025-04-30,Kaimo reikalų komitetas,Kiti klausimai,,K.  MažeikaA.  Matulevičienė,,"State governance, regional policy and public administration"
2025-04-16,Kaimo reikalų komitetas,Posėdžio darbotvarkės tvirtinimas,,K.  MažeikaA.  Matulevičienė,,"State governance, regional policy and public administration"
2025-04-16,Kaimo reikalų komitetas,Laukinės gyvūnijos įstatymo Nr. VIII-498 2 straipsnio pakeitimo įstatymo projektas,VIII-498,K.  MažeikaS.  Kairienė,,"Environment, forests and climate change"
2025-04-16,Kaimo reikalų komitetas,"​Aplinkos, Žemės ūkio ministerijų, Valstybinės maisto ir veterinarijos tarnybos, Aplinkos apsaugos departamento prie Aplinkos ministerijos, Aplinkos apsaugos agentūros, Lietuvos sveikatos mokslų universiteto, ​žemdirbių savivaldos organizacijų atstovai ​",VIII-498,K.  MažeikaS.  Kairienė,,"Land and food farming, rural development and fisheries"
2025-04-16,Kaimo reikalų komitetas,Dėl Lietuvos žemės ūkio paskirties žemės politikos strategijos,,T.  PrajaraG.  Remeikienė,,"Land and food farming, rural development and fisheries"
2025-04-16,Kaimo reikalų komitetas,"​Žemės ūkio ministras, žemdirbių",,T.  PrajaraG.  Remeikienė,,"Land and food farming, rural development and fisheries"
2025-04-16,Kaimo reikalų komitetas,savivaldos organizacijų atstovai,,T.  PrajaraG.  Remeikienė,,"State governance, regional policy and public administration"
2025-04-16,Kaimo reikalų komitetas,Dėl Valstybinės augalininkystės tarnybos prie Žemės ūkio ministerijos veiklos aktualijų,,K.  MažeikaS.  Kairienė,,"Land and food farming, rural development and fisheries"
2025-04-16,Kaimo reikalų komitetas,"​Valstybinės augalininkystės tarnybos prie Žemės ūkio ministerijos, žemdirbių savivaldos organizacijų atstovai​​",,K.  MažeikaS.  Kairienė,,"Land and food farming, rural development and fisheries"
2025-04-16,Kaimo reikalų komitetas,Kiti klausimai,,K.  MažeikaA.  Matulevičienė,,"State governance, regional policy and public administration"
2025-04-09,Kaimo reikalų komitetas,Posėdžio darbotvarkės tvirtinimas,,K.  MažeikaA.  Matulevičienė,,"State governance, regional policy and public administration"
2025-04-09,Kaimo reikalų komitetas,"Alkoholio kontrolės įstatymo Nr. I-857 2, 10-1, 12, 17 straipsnių pakeitimo įstatymo projektas",I-857,K.  MažeikaV.  PranckietisS.  Kairienė,,Health
2025-04-09,Kaimo reikalų komitetas,"​Projekto iniciatorius – Kazys Starkevičius, Žemės ūkio ministerijos, Žemės ūkio agentūros prie Žemės ūkio ministerijos, Seimo Ekonomikos komiteto, Seimo Sveikatos reikalų komiteto, žemdirbių savivaldos organizacijų atstovai​",I-857,K.  MažeikaV.  PranckietisS.  Kairienė,,"Land and food farming, rural development and fisheries"
2025-04-09,Kaimo reikalų komitetas,"Dėl komiteto 2025-03-12 protokolinio nutarimo Nr. 110-P-7 ""Dėl kormoranų daromos žalos žuvims, auginamoms žuvininkystės ūkiuose"" vykdymo",110-P-7,K.  MažeikaG.  Rimeisienė,,"Land and food farming, rural development and fisheries"
2025-04-09,Kaimo reikalų komitetas,"​Aplinkos ministerijos, Žemės ūkio ministerijos, Aplinkos apsaugos agentūros, Nacionalinės akvakultūros ir žuvų produktų gamintojų asociacijos atstovai​​",110-P-7,K.  MažeikaG.  Rimeisienė,,"Land and food farming, rural development and fisheries"
2025-04-09,Kaimo reikalų komitetas,"KOMISIJOS KOMUNIKATAS EUROPOS PARLAMENTUI, TARYBAI, EUROPOS EKONOMIKOS IR SOCIALINIŲ REIKALŲ KOMITETUI IR REGIONŲ KOMITETUI ""Žemės ūkio ir maisto produktų gamybos vizija. Ateities kartoms patrauklaus ūkininkavimo ir žemės ūkio maisto produktų sektoriaus kūrimas bendromis jėgomis""","ES-2025-15, COM/2025/75",K.  MažeikaD.  Černiavskienė,,"Land and food farming, rural development and fisheries"
2025-04-09,Kaimo reikalų komitetas,"KOMISIJOS KOMUNIKATAS EUROPOS PARLAMENTUI, TARYBAI, EUROPOS EKONOMIKOS IR SOCIALINIŲ REIKALŲ KOMITETUI IR REGIONŲ KOMITETUI ""Žemės ūkio ir maisto produktų gamybos vizija. Ateities kartoms patrauklaus ūkininkavimo ir žemės ūkio maisto produktų sektoriaus kūrimas bendromis jėgomis""","ES-2025-15, COM/2025/75",K.  MažeikaD.  Černiavskienė,,"Land and food farming, rural development and fisheries"
2025-04-09,Kaimo reikalų komitetas,"Europos Komisijos atstovybės Lietuvoje, Žemės ūkio ministerijos, žemdirbių savivaldos","ES-2025-15, COM/2025/75",K.  MažeikaD.  Černiavskienė,,"Land and food farming, rural development and fisheries"
2025-04-09,Kaimo reikalų komitetas,organizacijų atstovai​.,"ES-2025-15, COM/2025/75",K.  MažeikaD.  Černiavskienė,,"State governance, regional policy and public administration"
2025-04-09,Kaimo reikalų komitetas,Dėl Nacionalinės žemės tarnybos prie Aplinkos ministerijos veiklos perspektyvų,,A.  DudėnasG.  Remeikienė,,"Land and food farming, rural development and fisheries"
2025-04-09,Kaimo reikalų komitetas,"Nacionalinės žemės tarnybos prie Aplinkos ministerijos, Aplinkos ministerijos​, Lietuvos savivaldybių asociacijos, žemdirbių savivaldos organizacijų​ atstovai​​​",,A.  DudėnasG.  Remeikienė,,"Land and food farming, rural development and fisheries"
2025-04-09,Kaimo reikalų komitetas,Kiti klausimai,,K.  MažeikaA.  Matulevičienė,,"State governance, regional policy and public administration"
2025-04-02,Kaimo reikalų komitetas,Žuvininkystės įstatymo Nr. VIII-1756 pakeitimo įstatymo projektas (nauja redakcija),VIII-1756,K.  MažeikaB.  RopėG.  Rimeisienė,,"Land and food farming, rural development and fisheries"
2025-04-02,Kaimo reikalų komitetas,"​Žemės ūkio ministerijos, Teisingumo ministerijos Europos Sąjungos teisės grupės, ​Seimo kanceliarijos Teisės departamento, Specialiųjų tyrimų tarnybos, Žuvininkystės įmonių asociacijos ""Lampetra"" atstovai​​​​",VIII-1756,K.  MažeikaB.  RopėG.  Rimeisienė,,"Land and food farming, rural development and fisheries"
2025-04-02,Kaimo reikalų komitetas,"Administracinių nusižengimų kodekso 294, 295, 301 ir 302 straipsnių pakeitimo įstatymo projektas",XVP-32,K.  MažeikaG.  Rimeisienė,,"State governance, regional policy and public administration"
2025-04-02,Kaimo reikalų komitetas,"mės ūkio ministerijos, Teisingumo ministerijos Europos Sąjungos teisės grupės, ​Seimo kanceliarijos Teisės departamento atstovai",XVP-32,K.  MažeikaG.  Rimeisienė,,Justice
2025-04-02,Kaimo reikalų komitetas,"mės ūkio ministerijos, Teisingumo ministerijos Europos Sąjungos teisės grupės, ​Seimo kanceliarijos Teisės departamento atstovai",XVP-32,K.  MažeikaG.  Rimeisienė,,Justice
2025-03-26,Kaimo reikalų komitetas,Posėdžio darbotvarkės tvirtinimas,,K.  MažeikaA.  Matulevičienė,,"State governance, regional policy and public administration"
2025-03-26,Kaimo reikalų komitetas,Ribojamųjų priemonių dėl karinės agresijos prieš Ukrainą nustatymo įstatymo Nr. XIV-1888 4 ir 5 straipsnių pakeitimo įstatymo projektas,XIV-1888,K.  MažeikaD.  Černiavskienė,,State security and defense
2025-03-26,Kaimo reikalų komitetas,"​Žemės ūkio, Užsienio reikalų ministerijų ir",XIV-1888,K.  MažeikaD.  Černiavskienė,,Foreign policy
2025-03-26,Kaimo reikalų komitetas,žemdirbių savivaldos organizacijų atstovai​​​​,XIV-1888,K.  MažeikaD.  Černiavskienė,,"Land and food farming, rural development and fisheries"
2025-03-26,Kaimo reikalų komitetas,žemdirbių savivaldos organizacijų atstovai​​​​,XIV-1888,K.  MažeikaD.  Černiavskienė,,"Land and food farming, rural development and fisheries"
2025-03-26,Kaimo reikalų komitetas,"Pridėtinės vertės mokesčio įstatymo Nr. IX-751 13, 28, 31, 32, 57, 58, 64, 71, 71-1, 72, 74, 75, 77, 79, 80, 81, 83, 84, 85, 88-1, 89-1, 92, 97, 98, 106, 117, 118 straipsnių ir 2 priedo pakeitimo ir Įstatymo papildymo 71-2, 74-1 ir 88-3 straipsniais įstatymo projektas",IX-751,K.  MažeikaD.  Černiavskienė,,Public finance
2025-03-26,Kaimo reikalų komitetas,"​Žemės ūkio, Finansų ministerijų,",IX-751,K.  MažeikaD.  Černiavskienė,,Public finance
2025-03-26,Kaimo reikalų komitetas,žemdirbių savivaldos organizacijų atstovai​​​​,IX-751,K.  MažeikaD.  Černiavskienė,,"Land and food farming, rural development and fisheries"
2025-03-26,Kaimo reikalų komitetas,žemdirbių savivaldos organizacijų atstovai​​​​,IX-751,K.  MažeikaD.  Černiavskienė,,"Land and food farming, rural development and fisheries"
2025-03-26,Kaimo reikalų komitetas,"KOMISIJOS KOMUNIKATAS EUROPOS PARLAMENTUI, TARYBAI, EUROPOS EKONOMIKOS IR SOCIALINIŲ REIKALŲ KOMITETUI IR REGIONŲ KOMITETUI. 2025 m. Komisijos darbo programa","ES-2025-13, COM/2025/45",K.  MažeikaD.  Černiavskienė,,"State governance, regional policy and public administration"
2025-03-26,Kaimo reikalų komitetas,"Europos Komisijos atstovybės Lietuvoje, Žemės ūkio ir Aplinkos ministerijų, žemdirbių savivaldos organizacijų atstovai​","ES-2025-13, COM/2025/45",K.  MažeikaD.  Černiavskienė,,"Land and food farming, rural development and fisheries"
2025-03-26,Kaimo reikalų komitetas,Dėl Seimo prioritetų pagal Europos Komisijos 2024 m. darbo programą stebėsenos rezultatų,,K.  MažeikaD.  Černiavskienė,,"State governance, regional policy and public administration"
2025-03-26,Kaimo reikalų komitetas,Dėl Seimo prioritetų pagal Europos Komisijos 2024 m. darbo programą stebėsenos rezultatų,,K.  MažeikaD.  Černiavskienė,,"State governance, regional policy and public administration"
2025-03-26,Kaimo reikalų komitetas,Dėl laikino valstybinės žemės ūkio paskirties žemės naudojimo užtikrinimo,,A.  DudėnasB.  RopėG.  Remeikienė,,"Land and food farming, rural development and fisheries"
2025-03-26,Kaimo reikalų komitetas,"Nacionalinės žemės tarnybos prie Aplinkos ministerijos, ​Aplinkos ministerijos, Žemės ūkio ministerijos, žemdirbių savivaldos organizacijų atstovai",,A.  DudėnasB.  RopėG.  Remeikienė,,"Land and food farming, rural development and fisheries"
2025-03-26,Kaimo reikalų komitetas,Dėl Kaimo reikalų komiteto 2025 m. II (pavasario) sesijos darbo plano,,K.  MažeikaA.  Matulevičienė,,"Land and food farming, rural development and fisheries"
2025-03-26,Kaimo reikalų komitetas,Kiti klausimai,,K.  MažeikaA.  Matulevičienė,,"State governance, regional policy and public administration"
2025-03-19,Kaimo reikalų komitetas,Posėdžio darbotvarkės tvirtinimas,,K.  MažeikaA.  Matulevičienė,,"State governance, regional policy and public administration"
2025-03-19,Kaimo reikalų komitetas,"Žemės įstatymo Nr. I-446 2, 7, 8, 9, 10, 11, 15, 22, 23, 29, 32, 34, 35, 37, 40, 41, 43, 45, 47, 55, 56, 64, 66 straipsnių ir VI-1 skyriaus pakeitimo įstatymo projektas",I-446,M.  SkamarakasG.  Remeikienė,,"Land and food farming, rural development and fisheries"
2025-03-19,Kaimo reikalų komitetas,"Žemės įstatymo Nr. I-446 2, 7, 8, 9, 10, 11, 15, 22, 23, 29, 32, 34, 35, 37, 40, 41, 43, 45, 47, 55, 56, 64, 66 straipsnių ir VI-1 skyriaus pakeitimo įstatymo projektas",I-446,M.  SkamarakasG.  Remeikienė,,"Land and food farming, rural development and fisheries"
