date,question,committee,project,responsible,attendees
2025-05-27,"KLAUSYMAI dėl Gyventojų pajamų mokesčio įstatymo Nr. IX-1007 6, 13-1, 16, 17, 18, 18-2, 19, 20, 21, 23, 27, 34 ir 35 straipsnių pakeitimo įstatymo projekto XVP-436 Kviečiami dalyvauti: ​ Finansų ministerijos atstovai ir siūlymus pateikę suinteresuoti asmenys ​",Biudžeto ir finansų komitetas,IX-1007,A.  SysasR.  KuodisE.  Putrimas,
2025-05-27,Kiti klausimai,Biudžeto ir finansų komitetas,,A.  SysasD.  Mudėnienė,
2025-05-27,Nekilnojamojo turto mokesčio įstatymo Nr. X-233 pakeitimo įstatymo projektas (nauja redakcija),Biudžeto ir finansų komitetas,X-233,A.  SysasM.  LingėE.  Putrimas,
2025-05-27,Seimo nutarimo „Dėl Lietuvos Respublikos 2024 metų valstybės metinių ataskaitų rinkinio patvirtinimo“ projektas,Biudžeto ir finansų komitetas,XVP-453,R.  BudbergytėG.  SkaistėA.  Čekanavičienė,
2025-05-22,Dėl numatomo teisinio reguliavimo poveikio vertinimo išvados,Biudžeto ir finansų komitetas,,A.  SysasD.  Mudėnienė,
2025-05-21,Posėdžio darbotvarkės tvirtinimas,Biudžeto ir finansų komitetas,,A.  SysasD.  Mudėnienė,
2025-05-21,Mokesčių įstatymų pakeitimų pristatymas Kviečiami dalyvauti: Finansų ministras,Biudžeto ir finansų komitetas,,A.  SysasE.  PutrimasA.  Narščiuvienė,
2025-05-21,"Valstybės skolos įstatymo Nr. I-1508 1, 2, 3, 4 ir 6 straipsnių pakeitimo įstatymo projektas",Biudžeto ir finansų komitetas,I-1508,A.  ButkevičiusM.  LingėA.  Čekanavičienė,
2025-05-21,"Pensijų kaupimo įstatymo Nr. IX-1691 1, 3, 4, 5, 7, 8, 10, 12, 13, 15, 22, 24, 28, 29, 30, 33, 35-1, 35-2, 35-7, 35-8, 35-9, 35-10, 36, 37 ir 40 straipsnių ir V skyriaus pavadinimo pakeitimo, Įstatymo papildymo 29-1 straipsniu ir 6 straipsnio bei Įstatymo priedo pripažinimo netekusiais galios įstatymo projektas",Biudžeto ir finansų komitetas,IX-1691,A.  SysasR.  KuodisV.  ĄžuolasA.  Čekanavičienė,
2025-05-21,Civilinio proceso kodekso 739 straipsnio pakeitimo įstatymo projektas,Biudžeto ir finansų komitetas,XVP-375,A.  SysasR.  KuodisV.  ĄžuolasA.  Čekanavičienė,
2025-05-21,Papildomas (svarstymas),Biudžeto ir finansų komitetas,Socialinio draudimo pensijų įstatymo Nr. I-549 11 ir 12 straipsnių pakeitimo įstatymo projektas,,
2025-05-21,Papildomas (svarstymas),Biudžeto ir finansų komitetas,"Valstybinio socialinio draudimo įstatymo Nr. I-1336 7, 15 ir 39 straipsnių pakeitimo įstatymo projektas",,
2025-05-21,Papildomas (svarstymas),Biudžeto ir finansų komitetas,Piniginės socialinės paramos nepasiturintiems gyventojams įstatymo Nr. IX-1675 14 ir 17 straipsnių pakeitimo įstatymo projektas,,
2025-05-21,Papildomas (svarstymas),Biudžeto ir finansų komitetas,"Pensijų kaupimo įstatymo Nr. IX-1691 3, 4, 5, 6, 8, 13, 15, 22, 28, 29, 30, 33, 35-1, 35-2, 35-7, 35-8, 35-10 ir 37 straipsnių pakeitimo ir Įstatymo priedo pakeitimo įstatymo projektas",,
2025-05-21,Papildomas (svarstymas),Biudžeto ir finansų komitetas,"Pensijų kaupimo įstatymo Nr. IX-1691 6, 8 straipsnių ir priedo pakeitimo įstatymo projektas",,
2025-05-21,Papildomas (svarstymas),Biudžeto ir finansų komitetas,"Pensijų kaupimo įstatymo Nr. IX-1691 3, 4, 5, 7, 29, 30 ir 31 straipsnių pakeitimo įstatymo projektas",,
2025-05-21,Papildomas (svarstymas),Biudžeto ir finansų komitetas,"Pensijų kaupimo įstatymo Nr. IX-1691 4, 5, 6, 22, 29, 30, 32, 33 straipsnių pakeitimo ir papildymo 5-1 straipsniu įstatymo projektas",,
2025-05-21,Papildomas (svarstymas),Biudžeto ir finansų komitetas,Pensijų kaupimo įstatymo Nr. IX-1691 5 ir 6 straipsnių pakeitimo įstatymo projektas,,
2025-05-21,Papildomas (svarstymas),Biudžeto ir finansų komitetas,Pensijų kaupimo įstatymo Nr. IX-1691 5 ir 6 straipsnių pakeitimo įstatymo projektas,,
2025-05-21,Dėl Šiaurės investicijų banko Kontrolės komiteto nario kandidatūros,Biudžeto ir finansų komitetas,,A.  SysasG.  SkaistėA.  Narščiuvienė,
2025-05-21,Kiti klausimai,Biudžeto ir finansų komitetas,,A.  SysasD.  Mudėnienė,
2025-05-21,"Finansinės paskatos pirmąjį būstą įsigyjančioms jaunoms šeimoms įstatymo Nr. XIII-1281 3, 5, 6 ir 9 straipsnių pakeitimo įstatymo projektas",Biudžeto ir finansų komitetas,XIII-1281,A.  RadvilaV.  ĄžuolasA.  Narščiuvienė,
2025-05-21,"Nekilnojamojo turto mokesčio įstatymo Nr. X-233 2, 6, 7, 8, 9, 10 ir 11 straipsnių pakeitimo įstatymo Nr. XIV-2577 pakeitimo įstatymo projektas",Biudžeto ir finansų komitetas,X-233; XIV-2577,A.  SysasM.  LingėE.  Putrimas,
2025-05-21,Pagrindinis (pasirengimas svarstymui),Biudžeto ir finansų komitetas,"Gyventojų pajamų mokesčio įstatymo Nr. IX-1007 6, 13-1, 16, 17, 18, 18-2, 19, 20, 21, 23, 27, 34 ir 35 straipsnių pakeitimo įstatymo projektas",,
2025-05-21,Pagrindinis (pasirengimas svarstymui),Biudžeto ir finansų komitetas,"Pelno mokesčio įstatymo Nr. IX-675 5, 17, 18, 30, 33, 34, 35, 38-2 , 41, 43 ir 56-1 straipsnių pakeitimo ir Įstatymo papildymo 30-3 straipsniu įstatymo projektas",,
2025-05-21,Pagrindinis (pasirengimas svarstymui),Biudžeto ir finansų komitetas,Valstybės gynybos fondo įstatymo Nr. XIV-2775 2 ir 4 straipsnių pakeitimo įstatymo projektas,,
2025-05-21,Pagrindinis (pasirengimas svarstymui),Biudžeto ir finansų komitetas,Mokesčių administravimo įstatymo Nr. IX-2112 13 straipsnio pakeitimo įstatymo projektas,,
2025-05-21,Pagrindinis (pasirengimas svarstymui),Biudžeto ir finansų komitetas,Pridėtinės vertės mokesčio įstatymo Nr. IX-751 19 straipsnio pakeitimo įstatymo projektas,,
2025-05-21,"Akcizų įstatymo Nr. IX-569 1, 2, 3 straipsnių pakeitimo ir II skyriaus papildymo devintuoju skirsniu įstatymo projektas",Biudžeto ir finansų komitetas,IX-569,A.  SysasG.  SkaistėA.  Narščiuvienė,
2025-05-21,Gyventojų pajamų mokesčio įstatymo Nr. IX-1007 21 straipsnio pakeitimo įstatymo projektas,Biudžeto ir finansų komitetas,IX-1007,R.  BudbergytėV.  ĄžuolasE.  Putrimas,
2025-05-21,Pridėtinės vertės mokesčio įstatymo Nr. IX-751 20 straipsnio pakeitimo įstatymo projektas,Biudžeto ir finansų komitetas,IX-751,Š.  ŠukevičiusG.  SkaistėE.  Putrimas,
2025-05-21,Saugumo įnašo įstatymo projektas,Biudžeto ir finansų komitetas,XVP-433,A.  SysasM.  LingėA.  Narščiuvienė,
2025-05-21,"Alternatyviųjų kolektyvinio investavimo subjektų valdytojų įstatymo Nr. XII-1467 3, 4, 13, 22, 23, 28, 56, 61 straipsnių ir priedo pakeitimo įstatymo projektas",Biudžeto ir finansų komitetas,XII-1467,A.  ButkevičiusR.  KuodisM.  Pečiulis,
2025-05-21,Lietuvos banko įstatymo Nr. I-678 42 straipsnio ir 3 priedo pakeitimo įstatymo projektas,Biudžeto ir finansų komitetas,I-678,A.  ButkevičiusR.  KuodisM.  Pečiulis,
2025-05-21,"Draudimo įstatymo Nr. IX-1737 10, 22, 205, 212 straipsnių ir priedo pakeitimo įstatymo projektas",Biudžeto ir finansų komitetas,IX-1737,A.  ButkevičiusR.  KuodisM.  Pečiulis,
2025-05-21,"Bankų įstatymo Nr. IX-2085 2, 60, 63, 69, 73 straipsnių ir priedo pakeitimo įstatymo projektas",Biudžeto ir finansų komitetas,IX-2085,A.  ButkevičiusR.  KuodisM.  Pečiulis,
2025-05-21,"Kolektyvinio investavimo subjektų įstatymo Nr. IX-1709 2, 11, 16, 35, 171 straipsnių ir priedo pakeitimo įstatymo projektas",Biudžeto ir finansų komitetas,IX-1709,A.  ButkevičiusR.  KuodisM.  Pečiulis,
2025-05-21,"Mokėjimo įstaigų įstatymo Nr. XI-549 2, 5, 6, 19, 22, 34 straipsnių ir priedo pakeitimo įstatymo projektas",Biudžeto ir finansų komitetas,XI-549,A.  ButkevičiusR.  KuodisM.  Pečiulis,
2025-05-21,"Informuotiesiems investuotojams skirtų kolektyvinio investavimo subjektų įstatymo Nr. XII-376 2, 13 ir 51 straipsnių pakeitimo įstatymo projektas",Biudžeto ir finansų komitetas,XII-376,A.  ButkevičiusR.  KuodisM.  Pečiulis,
2025-05-21,"Finansinio tvarumo įstatymo Nr. XI-393 2, 13, 99 straipsnių ir priedo pakeitimo įstatymo projektas",Biudžeto ir finansų komitetas,XI-393,A.  ButkevičiusR.  KuodisM.  Pečiulis,
2025-05-21,"Mokėjimų įstatymo Nr. VIII-1370 2, 3, 56, 57, 76, 80 straipsnių ir priedo pakeitimo įstatymo projektas",Biudžeto ir finansų komitetas,VIII-1370,A.  ButkevičiusR.  KuodisM.  Pečiulis,
2025-05-21,"Elektroninių pinigų ir elektroninių pinigų įstaigų įstatymo Nr. XI-1868 2, 13, 26, 28, 40 straipsnių ir priedo pakeitimo įstatymo projektas",Biudžeto ir finansų komitetas,XI-1868,A.  ButkevičiusR.  KuodisM.  Pečiulis,
2025-05-21,"Centrinių kredito unijų įstatymo Nr. VIII-1682 2, 19, 21, 41, 44, 51, 55 straipsnių ir priedo pakeitimo įstatymo projektas",Biudžeto ir finansų komitetas,VIII-1682,A.  ButkevičiusR.  KuodisM.  Pečiulis,
2025-05-21,"Finansinių priemonių rinkų įstatymo Nr. X-1024 3, 15-4, 16, 18, 21, 49, 62, 70, 93, 112 straipsnių ir priedo pakeitimo įstatymo projektas",Biudžeto ir finansų komitetas,X-1024,A.  ButkevičiusR.  KuodisM.  Pečiulis,
2025-05-21,"Profesinių pensijų kaupimo įstatymo Nr. X-745 2, 7, 15, 63 straipsnių ir priedo pakeitimo įstatymo projektas",Biudžeto ir finansų komitetas,X-745,A.  ButkevičiusR.  KuodisM.  Pečiulis,
2025-05-21,"Kriptoturto rinkų įstatymo Nr. XIV-2879 3, 10, 12, 13, 14, 15 straipsnių ir priedo pakeitimo įstatymo projektas",Biudžeto ir finansų komitetas,XIV-2879,A.  ButkevičiusR.  KuodisM.  Pečiulis,
2025-05-21,"Papildomo savanoriško pensijų kaupimo įstatymo Nr. VIII-1212 2, 6, 57, 58-2 straipsnių ir priedo pakeitimo įstatymo projektas",Biudžeto ir finansų komitetas,VIII-1212,A.  ButkevičiusR.  KuodisM.  Pečiulis,
2025-05-21,"Kredito unijų įstatymo Nr. I-796 2, 3, 61 straipsnių ir priedo pakeitimo įstatymo projektas",Biudžeto ir finansų komitetas,I-796,A.  ButkevičiusR.  KuodisM.  Pečiulis,
2025-05-14,Posėdžio darbotvarkės tvirtinimas,Biudžeto ir finansų komitetas,,A.  SysasD.  Mudėnienė,
2025-05-14,Mokėjimų įstatymo Nr. VIII-1370 3 straipsnio pakeitimo įstatymo projektas,Biudžeto ir finansų komitetas,VIII-1370,A.  ButkevičiusR.  KuodisM.  Pečiulis,
2025-05-14,Su nekilnojamuoju turtu susijusio kredito įstatymo Nr. XII-2769 7 straipsnio pakeitimo įstatymo projektas,Biudžeto ir finansų komitetas,XII-2769,A.  ButkevičiusR.  KuodisM.  Pečiulis,
2025-05-14,"PARLAMENTINĖ KONTROLĖ 
Lietuvos ekonomikos gaivinimo ir atsparumo didinimo plano „Naujos kartos Lietuva“ pakeitimo pristatymas. Kviečiami dalyvauti: LR finansų ministerijos atstovai​",Biudžeto ir finansų komitetas,,R.  BudbergytėG.  SkaistėA.  Narščiuvienė,
2025-05-14,Pensijų kaupimo įstatymo projekto Nr. XVP-374 (dėl antros pensijų pakopos) ir lydinčiųjų įstatymų projektų pristatymas Kviečiami dalyvauti: ​LR socialinės apsaugos ir darbo ministerijos atstovai​,Biudžeto ir finansų komitetas,XVP-374,A.  SysasR.  KuodisD.  Mudėnienė,
2025-05-14,Kiti klausimai,Biudžeto ir finansų komitetas,,A.  SysasD.  Mudėnienė,
2025-05-14,Pridėtinės vertės mokesčio įstatymo Nr. IX-751 19 straipsnio pakeitimo įstatymo projektas,Biudžeto ir finansų komitetas,IX-751,A.  SysasG.  SkaistėE.  Putrimas,
2025-05-14,"Valstybės skolos įstatymo Nr. I-1508 1, 2, 3, 4 ir 6 straipsnių pakeitimo įstatymo projektas",Biudžeto ir finansų komitetas,I-1508,A.  ButkevičiusM.  LingėA.  Čekanavičienė,
2025-05-14,Pagrindinis (pasirengimas svarstymui),Biudžeto ir finansų komitetas,"Mokesčių administravimo įstatymo Nr. IX-2112 2, 32, 37-1 , 38, 39, 40-1 , 48, 61-2 , 71, 88, 100, 108, 140, 141, 148, 155 straipsnių ir priedo pakeitimo ir Įstatymo papildymo 37-2, 61-5 ir 61-6 straipsniais įstatymo projektas",,
2025-05-14,Papildomas (pasirengimas svarstymui),Biudžeto ir finansų komitetas,"Administracinių nusižengimų kodekso 207, 589, 673 straipsnių ir priedo pakeitimo ir Kodekso papildymo 188-6 ir 188-7 straipsniais įstatymo projektas",,
2025-05-14,Papildomas (pasirengimas svarstymui),Biudžeto ir finansų komitetas,"Pensijų kaupimo įstatymo Nr. IX-1691 1, 3, 4, 5, 7, 8, 10, 12, 13, 15, 22, 24, 28, 29, 30, 33, 35-1, 35-2, 35-7, 35-8, 35-9, 35-10, 36, 37 ir 40 straipsnių ir V skyriaus pavadinimo pakeitimo, Įstatymo papildymo 29-1 straipsniu ir 6 straipsnio bei Įstatymo priedo pripažinimo netekusiais galios įstatymo projektas",,
2025-05-14,Papildomas (pasirengimas svarstymui),Biudžeto ir finansų komitetas,Civilinio proceso kodekso 739 straipsnio pakeitimo įstatymo projektas,,
2025-05-14,Papildomas (pasirengimas svarstymui),Biudžeto ir finansų komitetas,"Valstybinio socialinio draudimo įstatymo Nr. I-1336 7, 15 ir 39 straipsnių pakeitimo įstatymo projektas",,
2025-05-14,Papildomas (pasirengimas svarstymui),Biudžeto ir finansų komitetas,Piniginės socialinės paramos nepasiturintiems gyventojams įstatymo Nr. IX-1675 14 ir 17 straipsnių pakeitimo įstatymo projektas,,
2025-05-14,Pagrindinis (pasirengimas svarstymui),Biudžeto ir finansų komitetas,Gyventojų pajamų mokesčio įstatymo Nr. IX-1007 17 ir 21 straipsnių pakeitimo įstatymo projektas,,
2025-05-14,Papildomas (pasirengimas svarstymui),Biudžeto ir finansų komitetas,Socialinio draudimo pensijų įstatymo Nr. I-549 11 ir 12 straipsnių pakeitimo įstatymo projektas,,
2025-05-07,Posėdžio darbotvarkės tvirtinimas,Biudžeto ir finansų komitetas,,A.  SysasD.  Mudėnienė,
2025-05-07,"PARLAMENTINĖ KONTROLĖ
Dėl Specialiųjų tyrimų tarnybos siūlymų tobulinti azartinių lošimų rinką. Kviečiami dalyvauti: ​Specialiųjų tyrimų tarnybos, Finansų ministerijos ir Lošimų priežiūros tarnybos atstovai ​",Biudžeto ir finansų komitetas,,A.  ButkevičiusM.  LingėM.  Pečiulis,
